,Unnamed: 0,uid,b_visit,b_pol_handling,b_safety,e_visit,e_pol_handling,e_safety,e_gender,hh_id,member_gender,ps_code,population,urban,dist_urban,treatment,regular_whd,women_whd,attrited,e_gender_encoded,member_gender_encoded,urban_encoded,treatment_encoded
345,345,10612031,0.0,0.5555556,3.6666667,0.0,0.25,4.0,Female,1061203.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
347,347,10612051,0.0,0.5555556,3.6666667,0.0,1.0,3.0,Female,1061205.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
352,352,10612101,0.0,0.6,3.3333333,1.0,0.0,3.6666667,Female,1061210.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
353,353,10612121,0.0,-0.6,3.3333333,0.0,0.0,3.3333333,Female,1061212.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
363,363,10612261,0.0,0.33333334,3.0,0.0,0.0,2.6666667,Female,1061226.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
365,365,10612281,0.0,0.625,3.3333333,0.0,0.0,3.3333333,Female,1061228.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
367,367,10612331,0.0,0.6666667,3.3333333,0.0,0.0,3.0,Female,1061233.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
368,368,10612341,0.0,0.5714286,3.0,1.0,0.75,3.0,Female,1061234.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
369,369,10612351,0.0,0.11111111,2.3333333,0.0,0.0,2.3333333,Female,1061235.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
370,370,10612361,0.0,0.125,3.3333333,0.0,0.4,3.3333333,Female,1061236.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
371,371,10612401,0.0,0.0,3.3333333,0.0,0.0,2.3333333,Female,1061240.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
374,374,10612451,0.0,0.44444445,2.0,1.0,0.625,2.3333333,Female,1061245.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
375,375,10612471,0.0,0.0,3.0,1.0,0.4,3.6666667,Female,1061247.0,female,3033.0,91000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
376,376,10622011,1.0,0.42857143,3.3333333,1.0,0.375,3.6666667,Female,1062201.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
377,377,10622021,0.0,1.0,3.0,1.0,0.125,2.6666667,Female,1062202.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
378,378,10622031,0.0,-0.6666667,3.6666667,0.0,-0.6666667,3.6666667,Female,1062203.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
381,381,10622081,0.0,0.11111111,3.0,0.0,0.6666667,3.3333333,Female,1062208.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
382,382,10622091,0.0,0.375,3.3333333,0.0,0.42857143,3.3333333,Female,1062209.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
384,384,10622101,0.0,0.5555556,3.6666667,0.0,1.0,3.0,Female,1062210.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
388,388,10622141,0.0,0.33333334,3.3333333,0.0,0.6666667,3.3333333,Female,1062214.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
390,390,10622171,1.0,0.33333334,2.6666667,0.0,-0.33333334,2.3333333,Female,1062217.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
391,391,10622181,0.0,0.33333334,3.6666667,0.0,1.0,3.0,Female,1062218.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
392,392,10622191,0.0,0.125,3.3333333,0.0,0.8,3.3333333,Female,1062219.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
396,396,10622231,1.0,0.22222222,3.0,1.0,1.0,3.0,Female,1062223.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
397,397,10622241,0.0,1.0,3.3333333,0.0,0.0,3.0,Female,1062224.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
399,399,10622251,0.0,-0.5,3.3333333,1.0,1.0,2.6666667,Female,1062225.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
400,400,10622261,0.0,-0.5,3.3333333,0.0,0.0,3.0,Female,1062226.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
401,401,10622271,0.0,0.85714287,3.3333333,0.0,0.2857143,3.3333333,Female,1062227.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
402,402,10622281,0.0,0.5,3.3333333,1.0,0.875,3.3333333,Female,1062228.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
406,406,10622321,0.0,0.5,3.6666667,0.0,0.85714287,3.0,Female,1062232.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
407,407,10622331,0.0,-0.5,3.6666667,0.0,0.6,3.3333333,Female,1062233.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
408,408,10622341,0.0,0.875,3.3333333,1.0,0.8333333,4.0,Female,1062234.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
410,410,10622351,0.0,1.0,3.6666667,0.0,0.375,3.3333333,Female,1062235.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
412,412,10622371,0.0,0.33333334,2.0,0.0,0.71428573,2.6666667,Female,1062237.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
416,416,10622401,0.0,0.22222222,3.0,0.0,0.75,3.0,Female,1062240.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
418,418,10622431,0.0,0.0,3.3333333,0.0,0.2857143,3.0,Female,1062243.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
419,419,10622451,0.0,0.2857143,3.3333333,0.0,-0.33333334,2.6666667,Female,1062245.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
421,421,10622471,0.0,0.5,3.3333333,0.0,0.85714287,3.0,Female,1062247.0,female,3034.0,145569,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
423,423,10632011,0.0,0.11111111,3.3333333,0.0,0.5,4.0,Female,1063201.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
426,426,10632051,0.0,0.8,3.6666667,0.0,0.6666667,3.3333333,Female,1063205.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
438,438,10632201,0.0,0.11111111,3.3333333,0.0,0.14285715,3.3333333,Female,1063220.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
441,441,10632251,0.0,1.0,3.0,0.0,0.0,2.6666667,Female,1063225.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
444,444,10632291,0.0,1.0,3.3333333,0.0,0.0,4.0,Female,1063229.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
450,450,10632351,0.0,0.5714286,4.0,0.0,0.6,3.0,Female,1063235.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
452,452,10632371,0.0,0.5714286,3.0,0.0,0.33333334,3.0,Female,1063237.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
457,457,10632421,0.0,-0.8,3.3333333,0.0,0.33333334,3.6666667,Female,1063242.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
460,460,10632451,0.0,0.5555556,3.0,0.0,0.2,3.0,Female,1063245.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
462,462,10632481,0.0,0.0,3.6666667,0.0,0.8,3.6666667,Female,1063248.0,female,3035.0,168200,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
464,464,10642021,0.0,-1.0,3.6666667,0.0,0.6666667,2.6666667,Female,1064202.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
468,468,10642051,0.0,0.22222222,3.0,0.0,1.0,4.0,Female,1064205.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
469,469,10642061,0.0,0.8888889,3.6666667,0.0,0.5,3.6666667,Female,1064206.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
475,475,10642151,0.0,0.11111111,4.0,0.0,0.6666667,2.6666667,Female,1064215.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
480,480,10642241,0.0,0.25,4.0,0.0,0.8333333,4.0,Female,1064224.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
484,484,10642281,0.0,-0.11111111,3.6666667,0.0,0.125,3.3333333,Female,1064228.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
486,486,10642301,0.0,1.0,3.6666667,0.0,1.0,3.0,Female,1064230.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
488,488,10642391,0.0,0.42857143,3.6666667,0.0,1.0,4.0,Female,1064239.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
496,496,10642481,0.0,0.0,2.6666667,1.0,0.0,2.3333333,Female,1064248.0,female,3036.0,130000,Urban,4.0,Treatment,1.0,0.0,0.0,0.0,0.0,1.0,1.0
497,497,10652031,0.0,1.0,3.6666667,0.0,0.0,3.3333333,Female,1065203.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
499,499,10652051,0.0,0.6666667,3.3333333,0.0,0.8,2.6666667,Female,1065205.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
502,502,10652101,0.0,0.0,3.3333333,0.0,0.14285715,2.6666667,Female,1065210.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
503,503,10652121,0.0,0.0,2.3333333,0.0,0.16666667,2.3333333,Female,1065212.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
504,504,10652131,0.0,0.0,3.0,0.0,0.33333334,2.6666667,Female,1065213.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
506,506,10652151,1.0,0.44444445,3.6666667,0.0,1.0,3.0,Female,1065215.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
507,507,10652161,0.0,-0.33333334,2.6666667,0.0,1.0,2.6666667,Female,1065216.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
508,508,10652181,0.0,1.0,3.6666667,0.0,-0.14285715,3.0,Female,1065218.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
509,509,10652201,0.0,0.75,2.6666667,0.0,0.2,2.6666667,Female,1065220.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
513,513,10652251,0.0,0.8888889,2.0,0.0,0.0,2.6666667,Female,1065225.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
514,514,10652271,0.0,0.0,3.0,0.0,0.0,2.6666667,Female,1065227.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
516,516,10652321,0.0,0.5555556,3.3333333,0.0,0.125,3.3333333,Female,1065232.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
517,517,10652331,0.0,0.0,2.3333333,0.0,0.0,2.0,Female,1065233.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
518,518,10652341,0.0,0.8888889,3.6666667,0.0,1.0,3.0,Female,1065234.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
520,520,10652351,0.0,0.2857143,3.0,1.0,0.2857143,2.6666667,Female,1065235.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
521,521,10652371,0.0,0.0,3.3333333,0.0,0.8,3.0,Female,1065237.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
526,526,10652421,0.0,0.0,2.6666667,0.0,0.0,3.0,Female,1065242.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
528,528,10652461,0.0,0.0,3.0,1.0,0.0,3.0,Female,1065246.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
529,529,10652471,0.0,0.875,3.3333333,0.0,0.14285715,3.3333333,Female,1065247.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
530,530,10652481,0.0,0.125,3.6666667,0.0,0.4,3.0,Female,1065248.0,female,3037.0,120000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
535,535,10662071,0.0,0.33333334,3.3333333,0.0,-0.25,3.6666667,Female,1066207.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
536,536,10662091,0.0,-0.25,2.6666667,0.0,0.71428573,2.6666667,Female,1066209.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
541,541,10662151,0.0,0.5555556,2.6666667,0.0,0.75,3.3333333,Female,1066215.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
545,545,10662221,0.0,0.25,3.0,0.0,0.5,2.6666667,Female,1066222.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
548,548,10662251,0.0,0.0,3.3333333,0.0,-0.42857143,2.6666667,Female,1066225.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
549,549,10662261,0.0,0.875,4.0,0.0,1.0,3.0,Female,1066226.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
553,553,10662301,1.0,0.8888889,3.0,0.0,1.0,4.0,Female,1066230.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
557,557,10662361,0.0,-0.5,2.3333333,0.0,-0.75,2.3333333,Female,1066236.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
562,562,10662411,0.0,0.42857143,3.3333333,0.0,0.0,3.6666667,Female,1066241.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
563,563,10662431,0.0,0.2,3.3333333,0.0,0.0,2.3333333,Female,1066243.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
565,565,10662451,0.0,1.0,3.6666667,0.0,0.0,2.6666667,Female,1066245.0,female,3038.0,275000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
572,572,10672211,0.0,1.0,2.6666667,0.0,0.75,2.3333333,Female,1067221.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
576,576,10672261,0.0,0.5,3.6666667,0.0,0.0,2.6666667,Female,1067226.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
578,578,10672311,0.0,0.0,3.6666667,0.0,0.375,3.0,Female,1067231.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
579,579,10672321,0.0,-0.11111111,3.3333333,0.0,0.8,2.6666667,Female,1067232.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
580,580,10672341,0.0,0.6666667,3.3333333,0.0,0.5714286,3.3333333,Female,1067234.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
582,582,10672481,0.0,0.0,3.0,0.0,0.75,3.6666667,Female,1067248.0,female,3040.0,50000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
586,586,10682041,0.0,0.0,3.3333333,0.0,0.42857143,3.0,Female,1068204.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
588,588,10682051,0.0,0.375,3.3333333,0.0,1.0,3.3333333,Female,1068205.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
591,591,10682081,0.0,0.71428573,3.3333333,0.0,0.2857143,2.0,Female,1068208.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
596,596,10682141,0.0,0.375,3.6666667,0.0,0.33333334,3.3333333,Female,1068214.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
600,600,10682181,0.0,0.22222222,3.3333333,1.0,1.0,3.0,Female,1068218.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
601,601,10682191,0.0,0.22222222,3.3333333,0.0,0.8,3.0,Female,1068219.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
603,603,10682231,0.0,1.0,3.3333333,1.0,1.0,2.6666667,Female,1068223.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
606,606,10682301,0.0,-0.33333334,3.0,0.0,0.8333333,3.6666667,Female,1068230.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
608,608,10682331,0.0,0.2,3.6666667,0.0,0.0,3.6666667,Female,1068233.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
613,613,10682381,0.0,0.6666667,3.0,1.0,-0.2857143,3.3333333,Female,1068238.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
614,614,10682401,0.0,0.4,3.0,0.0,0.4,3.3333333,Female,1068240.0,female,3039.0,65127,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
618,618,10692011,0.0,0.5,3.6666667,0.0,1.0,3.0,Female,1069201.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
620,620,10692021,0.0,-0.6666667,3.0,0.0,1.0,2.6666667,Female,1069202.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
621,621,10692031,0.0,0.11111111,3.6666667,0.0,0.0,3.0,Female,1069203.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
625,625,10692071,1.0,0.85714287,3.3333333,0.0,1.0,3.3333333,Female,1069207.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
627,627,10692081,1.0,0.6666667,3.3333333,1.0,1.0,3.0,Female,1069208.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
631,631,10692121,0.0,-0.42857143,4.0,0.0,0.75,3.3333333,Female,1069212.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
635,635,10692171,0.0,0.6666667,3.6666667,1.0,0.75,3.0,Female,1069217.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
636,636,10692191,0.0,-0.11111111,2.6666667,0.0,0.25,3.0,Female,1069219.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
639,639,10692231,0.0,0.44444445,3.3333333,0.0,0.42857143,2.3333333,Female,1069223.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
642,642,10692251,0.0,0.0,3.3333333,0.0,1.0,4.0,Female,1069225.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
646,646,10692321,1.0,0.0,2.3333333,1.0,0.42857143,3.0,Female,1069232.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
650,650,10692371,0.0,0.0,3.6666667,0.0,-0.25,3.0,Female,1069237.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
655,655,10692421,1.0,0.0,2.0,1.0,0.2857143,2.6666667,Female,1069242.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
656,656,10692431,1.0,0.11111111,3.3333333,0.0,0.33333334,3.3333333,Female,1069243.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
657,657,10692441,0.0,0.16666667,3.6666667,0.0,-0.6,2.3333333,Female,1069244.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
659,659,10692461,0.0,-0.6666667,2.6666667,0.0,0.5,3.0,Female,1069246.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
660,660,10692471,0.0,0.4,2.6666667,0.0,0.0,3.5,Female,1069247.0,female,3041.0,95000,Urban,4.0,Control,0.0,0.0,0.0,0.0,0.0,1.0,0.0
662,662,10702011,0.0,0.6666667,3.3333333,0.0,1.0,3.0,Female,1070201.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
665,665,10702061,0.0,0.85714287,3.0,0.0,-0.5,3.0,Female,1070206.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
666,666,10702071,0.0,1.0,3.6666667,0.0,0.0,3.0,Female,1070207.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
667,667,10702081,1.0,-1.0,2.0,0.0,-0.25,4.0,Female,1070208.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
668,668,10702091,0.0,1.0,3.0,0.0,0.0,2.3333333,Female,1070209.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
670,670,10702101,1.0,1.0,3.0,0.0,0.25,3.0,Female,1070210.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
672,672,10702121,0.0,0.0,2.3333333,0.0,0.5,2.6666667,Female,1070212.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
676,676,10702151,0.0,-0.11111111,3.0,0.0,-0.42857143,2.6666667,Female,1070215.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
680,680,10702201,0.0,0.5555556,3.0,0.0,0.2,3.3333333,Female,1070220.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
683,683,10702251,0.0,0.8888889,2.0,0.0,0.375,4.0,Female,1070225.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
686,686,10702291,0.0,1.0,2.6666667,0.0,1.0,4.0,Female,1070229.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
688,688,10702301,0.0,0.22222222,3.6666667,0.0,0.16666667,3.6666667,Female,1070230.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
689,689,10702311,0.0,0.44444445,3.3333333,0.0,0.0,3.0,Female,1070231.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
691,691,10702341,0.0,0.375,3.3333333,0.0,1.0,3.0,Female,1070234.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
693,693,10702371,0.0,-0.25,3.3333333,0.0,0.0,3.3333333,Female,1070237.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
694,694,10702381,0.0,0.0,3.0,0.0,1.0,3.0,Female,1070238.0,female,3042.0,300000,Urban,4.0,Treatment,0.0,1.0,0.0,0.0,0.0,1.0,1.0
695,695,10712021,0.0,0.5,3.6666667,0.0,0.0,2.3333333,Female,1071202.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,696,10712041,0.0,0.42857143,3.6666667,0.0,1.0,4.0,Female,1071204.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,698,10712051,0.0,0.33333334,3.0,0.0,0.14285715,3.0,Female,1071205.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,700,10712071,0.0,0.33333334,3.3333333,0.0,0.75,2.6666667,Female,1071207.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,705,10712141,0.0,-0.42857143,3.6666667,0.0,1.0,2.6666667,Female,1071214.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,708,10712171,0.0,0.33333334,3.3333333,0.0,0.0,3.3333333,Female,1071217.0,female,3043.0,55557,Rural,3.0,Control,0.0,0.0,0.0,0.0,0.0,0.0,0.0
